wavs/noise/UrbanSound8K/audio/fold6/166489-3-0-4.wav,5032,192000,dog_bark
wavs/noise/UrbanSound8K/audio/fold7/110918-3-0-1.wav,26323,150581,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/196127-3-0-0.wav,0,186968,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/74950-3-0-0.wav,4623,174977,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/49808-3-0-6.wav,113451,167153,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/22347-3-1-2.wav,44456,174977,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/38231-3-4-0.wav,1643,114781,dog_bark
wavs/noise/UrbanSound8K/audio/fold1/31840-3-0-0.wav,3135,153623,dog_bark
wavs/noise/UrbanSound8K/audio/fold9/116483-3-0-2.wav,14937,160396,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/30344-3-0-3.wav,10669,174622,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/156418-3-0-0.wav,5335,173199,dog_bark
wavs/noise/UrbanSound8K/audio/fold6/4910-3-0-0.wav,712,26025,dog_bark
wavs/noise/UrbanSound8K/audio/fold5/191382-3-1-1.wav,1067,48723,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/128470-3-0-1.wav,62594,170354,dog_bark
wavs/noise/UrbanSound8K/audio/fold5/180052-3-0-3.wav,51871,224516,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/207124-3-1-0.wav,1780,123583,dog_bark
wavs/noise/UrbanSound8K/audio/fold8/174873-3-5-13.wav,77175,156484,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/74950-3-2-4.wav,7824,173555,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/112195-3-0-38.wav,44456,158262,dog_bark
wavs/noise/UrbanSound8K/audio/fold9/79584-3-0-5.wav,11032,92129,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/100795-3-1-2.wav,8891,175096,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/128470-3-0-0.wav,3556,84644,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/17486-3-1-0.wav,115,56316,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/49808-3-1-22.wav,65794,175333,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/197074-3-0-4.wav,52645,378581,dog_bark
wavs/noise/UrbanSound8K/audio/fold7/155314-3-0-5.wav,4268,40899,dog_bark
wavs/noise/UrbanSound8K/audio/fold9/70098-3-1-0.wav,453,88196,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/112195-3-0-80.wav,24540,173555,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/22347-3-1-1.wav,29163,173910,dog_bark
wavs/noise/UrbanSound8K/audio/fold1/114587-3-0-4.wav,387,191613,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/97193-3-0-6.wav,12448,149371,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/174994-3-0-2.wav,711,170354,dog_bark
wavs/noise/UrbanSound8K/audio/fold6/125554-3-0-0.wav,1466,71831,dog_bark
wavs/noise/UrbanSound8K/audio/fold1/155310-3-0-0.wav,2155,27707,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/72538-3-0-1.wav,2312,30674,dog_bark
wavs/noise/UrbanSound8K/audio/fold1/31323-3-0-20.wav,3912,173555,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/116484-3-0-16.wav,75397,167509,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/72829-3-0-2.wav,889,87844,dog_bark
wavs/noise/UrbanSound8K/audio/fold7/27217-3-0-6.wav,711,160040,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/207124-3-2-0.wav,1778,158262,dog_bark
wavs/noise/UrbanSound8K/audio/fold5/181725-3-0-16.wav,31742,178452,dog_bark
wavs/noise/UrbanSound8K/audio/fold1/180256-3-0-3.wav,774,182323,dog_bark
wavs/noise/UrbanSound8K/audio/fold7/118587-3-0-6.wav,23473,81798,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/12647-3-2-0.wav,1707,48113,dog_bark
wavs/noise/UrbanSound8K/audio/fold5/173993-3-0-39.wav,91355,380129,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/11722-3-0-0.wav,2462,46325,dog_bark
wavs/noise/UrbanSound8K/audio/fold8/30226-3-1-1.wav,1067,174622,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/22347-3-3-0.wav,22050,173555,dog_bark
wavs/noise/UrbanSound8K/audio/fold5/191382-3-0-0.wav,6757,167509,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/32318-3-0-0.wav,1778,161107,dog_bark
wavs/noise/UrbanSound8K/audio/fold7/194754-3-0-2.wav,21677,377032,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/203128-3-1-0.wav,1846,80228,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/200161-3-6-3.wav,102194,379355,dog_bark
wavs/noise/UrbanSound8K/audio/fold9/33641-3-7-0.wav,875,70866,dog_bark
wavs/noise/UrbanSound8K/audio/fold9/54823-3-0-0.wav,347,116369,dog_bark
wavs/noise/UrbanSound8K/audio/fold8/207369-3-0-0.wav,1014,35222,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/109711-3-2-6.wav,0,120387,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/69661-3-0-29.wav,356,172488,dog_bark
wavs/noise/UrbanSound8K/audio/fold9/105088-3-0-8.wav,37343,100648,dog_bark
wavs/noise/UrbanSound8K/audio/fold8/31325-3-4-0.wav,4268,174977,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/74723-3-0-0.wav,3556,151149,dog_bark
wavs/noise/UrbanSound8K/audio/fold4/38231-3-2-0.wav,1778,173910,dog_bark
wavs/noise/UrbanSound8K/audio/fold2/22347-3-0-0.wav,2497,41578,dog_bark
wavs/noise/UrbanSound8K/audio/fold3/156418-3-2-0.wav,6046,41610,dog_bark
wavs/noise/UrbanSound8K/audio/fold9/119420-3-1-0.wav,976,76635,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/59513-3-0-0.wav,1067,128032,dog_bark
wavs/noise/UrbanSound8K/audio/fold7/183992-3-0-10.wav,45523,123409,dog_bark
wavs/noise/UrbanSound8K/audio/fold7/191687-3-0-0.wav,3912,175689,dog_bark
wavs/noise/UrbanSound8K/audio/fold1/118101-3-0-0.wav,2710,156774,dog_bark
wavs/noise/UrbanSound8K/audio/fold10/209672-3-8-0.wav,9056,39023,dog_bark
wavs/noise/UrbanSound8K/audio/fold1/72261-3-0-6.wav,99581,151149,dog_bark
